ITEM_ID,ITEM_NAME,BRAND,L2_CATEGORY,L1_CATEGORY,MRP,SELLING_PRICE,DISCOUNT_PCT
CXLZGDL05K,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
PMPQ6NFQ3O,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
WGJU4N47PH,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
KT62Y78AXI,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
SZL0ZG3ZHU,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
ITL0RX6HO3,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
NT2T8X60OI,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
LDYHQVDWXM,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
91LFTHAGUX,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
8L72WAIFO0,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
120KAU90XM,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
38CFM1022V,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
1Y2KI1KKMH,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
LUJKHNJ1OY,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
2S6BLADBKS,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
KKK83SBP8F,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
0Y02Y2TWPU,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
C9ZKD8D7AO,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
SSDINS7I0M,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
36531JG9ON,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
6KPNCCBWQ7,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
M8CSL8LBVP,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
UQS49YPWR2,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
VTCZ3YSTFW,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
CH586R7NPZ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
FNAK1GIVO1,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
047AR7PI5B,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
AZK6IP8MD1,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
BAGJJ567KQ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
YHS17M71T4,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
NKV84FY248,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
IVAQLUT23B,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
4KLO3ZMXG3,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
K7YRDQIFBF,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
91QJJNM8D5,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
005O07T9R3,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
1ZJDTC1479,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
9BO3VRAFXJ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
BXTVD0XSUY,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
K47LJ1UPOB,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
3UQAPG0PF9,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
Q79C39F9V2,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
9W2MZ4DL70,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
AFCMAVYZCP,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
5O73RISM0S,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
X3NQPLPUGS,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
OMZMV0FNBS,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
A83PK3PF77,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
3JFA57GDS4,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
ABTA200HP6,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
L0XGRA8D50,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
BIOU9D0B6W,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
BLDFC6JTC7,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
99H92RAWMY,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
29JQKR6Y7C,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
AOJKPXAUU4,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
VVJG0OM2NR,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
VQQRGI36P3,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
RKZQ253UQZ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
QGMCY1XGZZ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
BJZR9Y90JP,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
GC8RI6P3XV,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
LH841Z702V,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
672KTR05X2,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
ILO02SQJV7,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
T69NH581V1,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
1SAKPNTK0Y,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
378U1D6HSW,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
YSFTCM87QO,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
CQUT6DI2FM,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
2NN58UYRV7,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
1MV6296NAA,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
VLNT49SMJA,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
L8DIING6C7,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
M656SQVXK6,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
VC4FY6ZHA8,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
7RBL2O1QRM,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
KB2M63J1N1,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
QDQYUY3WCO,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
ND9845WKD6,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
S0CI7SCDIB,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
0I53SCL753,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
773KWDZJXH,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
QMDTX92I1H,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
T2MBFAL2LZ,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
A2KQFARN8Q,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
9OKQ3IKJBU,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
DYLAVTIO76,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
KS59YDD50Q,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
1XG1UI3LXD,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
GP87YIRK6W,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1709.0,10.01
PJ9KTPL3OK,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
I8HX92O86Y,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
V41D5V8QXW,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
XTD15PVQDM,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
R4JO44F78G,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
PB66N5ADHJ,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
FSD0OI28P5,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1706.0,34.23
Z9NMJPZQL1,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
GTDA0V2I6K,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
WR9IG4DMQF,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
68ZPKX5UL4,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
Z0PFCBS009,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
5DCD4DU699,bold care rechargeable remote controlled ultra pleasure ring vibrate ring(box),bold care,hygiene and wellness,hygiene and wellness,1999.0,1699.0,15.01
JHY9ZODYWF,bold care rechargeable remote controlled ultra pleasure ring vibrate ring(box),bold care,hygiene and wellness,hygiene and wellness,1999.0,1699.0,15.01
9NF6CRA4S9,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
W74OUC4NAK,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
6NHFPM20ZX,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
QNP5ZYPF7Z,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
6QPR65JCVS,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
FABX4ZVHGP,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
1CWN818BZQ,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
4W56RBNKTK,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
R54U5AAHJB,"braun face mini hair remover fs1000, electric facial hair removal for women",braun,electronics and appliances,beauty and grooming,2199.0,1699.0,22.74
BS8OVIU0KI,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1696.0,34.62
IYZMZK9GND,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1696.0,34.62
4GTDHLJLPN,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1696.0,34.62
85WL6F449M,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1696.0,34.62
46MTAGBRCJ,oral-b vitality 100 blue criss cross electric rechargeable toothbrush for adults & oral-b crossaction refill heads,oral-b,hygiene and wellness,hygiene and wellness,2594.0,1696.0,34.62
B52GL0CPSD,durex playkit -steamy weekend condoms and playthings,durex,hygiene and wellness,hygiene and wellness,2891.0,1686.67,41.66
Q25G67GZ7B,durex playkit -steamy weekend condoms and playthings,durex,hygiene and wellness,hygiene and wellness,2891.0,1686.67,41.66
2X6JGI0RJ8,kimirica love story moment gift set,kimirica,bath body and hair,bath body and hair,1899.0,1683.88,11.33
35T2RP2W1O,hansaplast active lace pull ls support osfm,hansaplast,hygiene and wellness,hygiene and wellness,2220.0,1643.0,25.99
7CUZSTKHKM,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,2110.0,1638.4,22.35
N0TF0XC41Y,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1636.0,4.99
B9BN0WFQND,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1636.0,4.99
8VZ0RZPR1U,carlton london women euphoria set of 4 perfume,carlton london,bath body and hair,bath body and hair,2490.0,1630.29,34.53
MXPJMI7BAY,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
JTZU2XGDB8,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
SPCDL0T359,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
7TLVHXI67Q,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
B1AIW5ZK54,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
M7WZQ08YWW,r for rabbit caramello dino diaper bag- beige,r for rabbit,hygiene and wellness,hygiene and wellness,1998.0,1618.0,19.02
SAC4S7P37F,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1614.5,6.24
ZC7L4ZURGC,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1614.5,6.24
KS34CK17KU,bare anatomy ultra smoothing shampoo + hair mask + serum kit for dry & frizzy hair,bare anatomy,bath body and hair,bath body and hair,1815.0,1614.0,11.07
DQNU7UB92R,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1610.0,6.5
MC0W55RX7C,gillette fusion shaving 5-bladed cartridges (pack of 6),gillette,beauty and grooming,beauty and grooming,1722.0,1599.5,7.11
5U84XNYT7T,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
VGAB3WGIWH,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
ZYQKLO3K7Q,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
NY0FYT6MDB,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
F01KBC3HCT,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
91JY8IDF3A,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
QLNZ8Q81J9,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
HXPNUKFUM6,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
VLS07OJUBD,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
YQOTUAZD3R,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
HS6UN110SF,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
I8P1QBQLL0,olay regenerist retinol 24 night moisturiser,olay,bath body and hair,bath body and hair,1999.0,1599.0,20.01
6F3AV9VR9Z,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
G8KRGKJCNZ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
N4HQZGSBXB,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
R5W6M3VQVT,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
O7HXYD3MS3,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
PPDL640I11,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
1BTB27K6NT,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
Q2JN1I0SFK,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
VY0MZS4C6O,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
HKV35N29RS,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
LRRVNJWF0B,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
6AYJCT4XHP,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
I9AZQF899U,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
GAP2BFV6KI,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
RI51TI38CM,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
34FIPBW3HD,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
Q7L87SNANS,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
1WF63K175O,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
I0BO2IZPCB,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
NJ3AA63QFW,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
CA2OCX8LNK,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
GN4B5OWDK1,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
AFIL7U5UO0,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
035FQ97LYS,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
RK15GISUTG,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
WQ7AFO4WG5,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
HRV4878LBZ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
X6RWLW4CAW,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
64OIKWLKFQ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
PV1CB596WQ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
VJKR97GB3I,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
56C8N5BGX3,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
YDKN5MHTSD,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
RXPAA98L27,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
HGAUNFAIPX,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
CODZ5CVGZS,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
VXWHG1A8MB,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
BVXG62LXUY,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
HICT7NPUM2,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
ZPQG4UVZUR,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
VPRKM0G4SO,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
8XBC2VMBDV,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
9JPJAI66YM,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
Y3A1VMOPHU,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
W0V1XA9KPU,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
Y8VGIZGZUK,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
LNIPPP2FOS,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
UPSYPKJFKX,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
I9VX5G9XG5,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
MBMOFV3Y1C,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
HTX23TMP7W,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
P9QIBQ0GZT,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
U4KLT4RWJ0,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
DFQGYQRJWW,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
17DNBVUZNJ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
O8PSWTDW31,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
N8S40ZO6QF,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
K18XCRPD5N,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
U1P36H01XU,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
IJ6LGVPV2A,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
KY94AATGKB,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
4712BPRV8A,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
6DCWF3XWAN,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
UUWTRG1DK7,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
GFQ1HA91U1,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
CI2YNBI0VZ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
RQY4Y78HKF,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
WO92DUJ8AJ,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
XTK7RFFZGM,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
OG0LJ6NIA7,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
TIRPCD5JSW,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
9CUORSCPUR,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
6DTLJP4318,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
DMITLFCB5S,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
UC29IWXSDC,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
FP73UNNF1R,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
SB4VK0YW8S,cetaphil gentle skin cleanser,cetaphil,bath body and hair,bath body and hair,1679.0,1595.0,5.0
