ITEM_ID,AVG_RATING,REVIEW_COUNT
104854843,4.57,12214
145626159,4.73,12145
925819,4.73,12145
145097933,4.73,12145
1033602,4.34,12145
43732616,4.71,12130
43454568,4.71,12130
22532077,4.44,12116
9399596,4.41,12109
27294550,4.43,12088
10782351,4.24,12074
164757524,4.24,12074
141418550,4.24,12074
55249466,4.56,12061
145630897,4.59,12060
145102467,4.59,12060
13595969,4.59,12060
106924472,4.62,12050
2077540,4.22,12020
29569450,4.42,11989
112560925,4.68,11944
145105536,4.68,11944
28762450,4.68,11944
180457977,4.68,11944
86416530,4.62,11870
1704393,4.32,11856
53361202,4.34,11801
19793804,4.34,11801
3837433,4.15,11791
18981471,4.58,11783
376571,4.58,11783
50194099,4.21,11729
19792863,4.18,11713
145098854,4.07,11708
145626989,4.07,11708
2906537,4.07,11708
782800,4.29,11654
26157380,4.29,11654
32065500,4.61,11654
17995311,4.29,11654
11746925,4.17,11644
36673455,4.47,11626
11358460,4.27,11612
25425480,4.27,11612
48484278,4.27,11612
175377380,4.32,11586
90022820,4.32,11586
11151028,4.61,11574
43197891,4.58,11562
31128352,4.58,11562
68246937,4.58,11562
5454731,4.58,11562
76396968,4.58,11562
51191759,4.58,11562
43644132,4.58,11562
6619260,4.58,11562
20815285,4.58,11562
69610311,4.58,11562
13288410,4.58,11562
7945254,4.59,11560
24686595,4.51,11545
47821846,4.51,11545
69379643,4.49,11543
78023087,4.71,11509
4838799,4.4,11472
102000017,4.4,11472
175812763,4.4,11472
156520955,4.4,11472
101193112,4.4,11472
26192946,4.47,11404
176967247,4.47,11404
67916841,4.54,11401
36408404,4.54,11401
79020079,4.63,11337
79020137,4.63,11337
145104628,4.39,11288
22216863,4.39,11288
145630846,4.39,11288
25861597,4.23,11286
9399595,4.23,11286
48501213,4.23,11286
782782,4.23,11286
35230052,4.77,11218
33594682,4.77,11218
8338778,4.6,11199
26296955,4.6,11199
145102603,4.6,11184
145630620,4.6,11184
14162969,4.6,11184
45908151,4.6,11184
18773698,4.78,11146
145627914,4.78,11146
136461368,4.78,11146
145105097,4.78,11146
9572217,4.53,11101
142981612,4.53,11101
145099566,4.53,11101
145630526,4.53,11101
89243821,4.74,11078
87440278,4.74,11078
46738889,4.6,11065
23870785,4.55,11059
17575445,4.55,11059
30399238,4.4,11054
44508904,4.4,11054
22609966,3.93,11053
94094270,4.6,11032
25861582,4.22,11010
64384404,4.22,11010
9459875,4.22,11010
48500735,4.22,11010
782711,4.22,11010
102195753,4.23,10967
2117456,4.23,10967
6789612,4.42,10909
34911346,4.67,10909
47468705,4.42,10909
28192170,4.67,10909
115020876,4.53,10847
29397569,4.12,10818
14210145,4.45,10799
9467086,4.45,10799
64384396,4.41,10766
69667282,4.41,10766
8388325,4.41,10759
71028117,4.55,10752
11667211,4.29,10750
44091392,4.59,10730
81565511,4.59,10730
182524377,4.69,10727
76512995,4.69,10727
712577,4.32,10670
82693966,4.7,10636
34587011,4.62,10632
58331802,4.66,10549
145634437,4.6,10532
145105825,4.6,10532
33416712,4.6,10532
18312522,4.51,10532
22216948,4.31,10499
145630851,4.31,10499
145104660,4.31,10499
159219387,4.41,10490
50919796,4.41,10490
10255211,4.41,10490
33916033,4.49,10483
24689940,4.34,10479
16360627,4.34,10479
11006815,4.21,10457
13858591,4.03,10453
6528072,4.6,10448
145627777,4.6,10448
34585835,4.52,10406
18796916,4.32,10385
75335911,4.32,10385
39404807,4.51,10377
19619580,4.51,10377
19620656,4.51,10377
18506137,4.51,10377
68483457,4.34,10363
47352781,4.19,10321
24690951,4.19,10321
39104289,4.19,10321
35769602,4.29,10317
85618012,4.2,10315
79020081,4.64,10295
79020131,4.64,10295
73358890,4.29,10287
39404733,4.55,10267
11486852,4.55,10267
18497836,4.55,10267
104413197,4.5,10253
23870518,4.5,10253
145106395,4.51,10213
145629527,4.51,10213
23711060,4.51,10213
124687597,4.56,10209
971476,4.56,10209
32266661,4.46,10195
19666752,4.46,10195
34760474,4.72,10177
24793795,4.45,10158
150516839,4.45,10158
26880637,4.45,10158
667825,4.31,10123
113588423,4.29,10112
156521013,4.29,10112
24401947,4.29,10112
175812843,4.29,10112
101189101,4.29,10112
119728766,4.29,10112
102425628,4.29,10112
8387343,4.44,10102
12801422,4.66,10093
70492178,4.76,10083
12384534,4.45,10060
16554213,4.45,10060
145102717,4.45,10060
145628569,4.45,10060
87782353,4.35,10054
18498032,4.61,10047
13611241,4.61,10047
39403577,4.61,10047
5726470,4.67,10044
6977641,4.51,10041
152956644,4.51,10041
122954857,4.75,10039
152468914,4.75,10039
54440480,4.75,10039
12384545,4.59,10036
16553538,4.59,10036
145628559,4.59,10036
145102715,4.59,10036
16363129,4.54,10024
81574450,4.54,10024
84600652,3.78,10023
105888749,4.51,10019
2374534,4.51,10019
78819684,4.51,10019
2905111,4.06,10011
5103394,4.29,10011
6518925,4.12,10004
6094031,4.48,9993
62069516,4.22,9938
45385853,4.22,9938
6087932,4.7,9881
86420339,4.51,9855
643937,4.51,9855
93421879,4.72,9852
10266357,4.68,9833
12085821,4.56,9833
79611475,4.76,9829
34760475,4.74,9823
108714120,4.74,9823
39468496,4.53,9806
30211212,4.2,9802
644141,4.5,9785
47998186,4.5,9785
7280002,4.42,9774
24688694,4.42,9774
8123865,4.41,9750
33915243,4.63,9746
9432257,4.17,9737
25960294,4.17,9737
35899625,4.62,9727
24690918,4.4,9712
47353071,4.4,9712
21508554,4.34,9704
122224996,4.75,9692
13371905,4.14,9692
145636687,4.75,9692
45907919,4.14,9692
49491411,4.73,9648
49491396,4.73,9648
145122127,4.68,9604
120513091,4.68,9604
71945274,4.68,9604
27765506,4.45,9596
34096286,4.55,9569
57336772,4.45,9557
49082990,4.45,9557
86408296,4.58,9544
811293,4.58,9544
20709898,3.63,9535
142996714,3.63,9535
142545019,3.63,9535
11046532,4.68,9524
27765507,4.32,9520
89436470,3.59,9459
709177,4.67,9412
145097971,4.67,9412
145626113,4.67,9412
13862419,4.42,9409
111525179,4.55,9381
19726360,4.55,9381
36673423,4.37,9377
376569,4.68,9367
18981522,4.68,9367
96401084,4.64,9339
104639803,4.64,9339
559435,4.1,9307
53933265,4.06,9301
41577183,4.06,9301
29569349,4.4,9291
34911442,4.68,9285
145626665,4.44,9285
330525,4.44,9285
42015498,4.56,9229
4858351,4.37,9178
125419275,4.37,9178
101999136,4.37,9178
101192999,4.37,9178
156520882,4.37,9178
175812390,4.37,9178
125419219,4.37,9178
330495,4.47,9159
94451372,4.47,9159
145626041,4.47,9159
12666793,4.64,9146
39668330,4.42,9115
174481707,4.44,9109
17011905,4.44,9109
32671654,4.44,9109
103648163,4.44,9109
25262992,4.4,9091
34098535,4.61,9084
39705067,4.53,9078
18499352,4.53,9078
20522838,4.53,9078
34592950,4.44,9056
23258143,4.44,9050
24954605,4.16,9037
122954849,4.73,9025
16861091,4.73,9025
15571638,4.54,9021
848276,4.54,9021
33522978,4.57,9009
35057509,4.4,9005
68048453,4.4,9005
17121255,4.4,9005
94093254,4.55,9000
16432901,4.56,8994
16088689,4.56,8994
15010581,4.56,8994
50924964,4.56,8994
52402518,4.56,8994
394143,4.08,8991
21630208,4.42,8987
88491095,4.42,8987
120313946,4.47,8967
68123875,4.47,8967
43727471,4.47,8967
72555457,4.47,8967
88516522,4.47,8967
21558428,4.47,8967
65743704,4.47,8967
108898920,4.36,8891
175812663,4.36,8891
87030270,4.56,8891
8326476,4.36,8891
145634427,4.52,8891
145105820,4.52,8891
33416925,4.52,8891
101999711,4.36,8891
101188979,4.36,8891
156520922,4.36,8891
36673448,4.33,8869
47378564,4.47,8861
48600647,4.47,8861
91563948,4.55,8849
34585319,4.43,8838
142525225,3.83,8821
143014863,3.83,8821
68540436,3.83,8821
34592973,4.31,8819
49353016,4.31,8819
16233899,4.54,8783
6755606,4.69,8756
45761345,4.69,8756
134114773,3.87,8755
5336332,3.87,8755
57970940,4.13,8746
58921808,4.13,8746
60481856,4.35,8732
38093823,4.49,8718
23870526,4.49,8718
47696895,4.49,8718
145627751,4.4,8682
13927664,4.4,8682
13679078,4.02,8682
145099435,4.4,8682
70492194,4.69,8678
33915485,4.55,8652
102554723,4.32,8644
15051386,4.32,8644
17342941,4.32,8644
5829366,4.04,8634
6798890,4.53,8626
31830687,4.68,8620
145630117,4.68,8620
145105383,4.68,8620
6094049,4.43,8619
27765505,4.37,8609
112731110,4.65,8608
20494791,4.64,8596
8716924,4.53,8575
145629892,4.53,8575
11725346,4.16,8564
23698547,4.5,8561
71674733,4.36,8555
545249,4.49,8552
61180299,4.43,8545
61807511,4.31,8514
182838551,4.55,8510
145098852,4.55,8510
145627121,4.55,8510
1528564,4.55,8510
45906238,4.55,8510
182838550,4.55,8510
51576295,4.56,8473
1797693,4.55,8473
101730821,4.56,8473
46492593,4.55,8473
75409415,4.56,8473
15357191,4.43,8463
7968939,4.22,8455
6087929,4.72,8451
108627731,4.72,8451
89768507,4.49,8434
78443411,4.25,8421
2374376,4.25,8421
19792854,3.95,8412
3864276,4.58,8374
23749041,4.68,8368
5167129,4.68,8368
47348749,4.68,8368
122324583,4.68,8368
7418045,4.41,8363
145104718,4.58,8342
19199515,4.58,8342
145629955,4.58,8342
112354483,4.36,8341
175814914,4.36,8341
48028559,4.36,8341
101191032,4.36,8341
156521742,4.36,8341
109604531,4.36,8341
102005305,4.36,8341
110696946,4.36,8341
110130187,4.36,8341
3173444,4.4,8337
35738979,4.14,8331
145637503,4.63,8310
17322503,4.7,8302
99495511,4.7,8302
15396390,4.5,8300
36478218,4.61,8295
34585857,4.61,8295
34094259,4.75,8272
889133,4.19,8269
330527,4.37,8269
145626060,4.37,8269
60153500,4.63,8248
42015539,4.63,8248
57540838,3.91,8241
9573893,3.91,8241
39219190,4.31,8239
24686792,4.31,8239
1319264,4.46,8238
68030389,4.46,8238
87666685,4.46,8238
407410,4.35,8233
18312504,4.63,8232
4027678,4.06,8223
145637499,4.64,8221
45481564,4.64,8221
7067448,4.11,8191
8387408,4.53,8190
104236900,4.2,8152
75615390,4.2,8152
103281124,4.36,8149
47699887,4.48,8149
2495065,4.53,8136
38744130,4.53,8136
13640543,4.76,8133
68966235,4.8,8105
62671149,4.8,8105
12170327,4.8,8105
782692,4.48,8093
44091391,4.65,8076
168444811,4.65,8076
108074804,4.65,8076
47348820,4.44,8071
28613583,4.66,8071
5666063,4.44,8071
90890379,4.56,8063
93953986,4.43,8058
43194400,4.64,8053
1185926,4.52,8028
128246697,4.69,8025
70467115,4.69,8025
43732639,4.69,8025
5316456,4.27,8023
33914211,4.42,7993
14934632,4.52,7991
111568059,4.56,7991
47699839,4.4,7964
38698386,4.23,7951
142981645,4.23,7951
12666797,4.67,7947
14941030,4.49,7938
44684223,4.49,7938
59595346,4.04,7925
25262984,4.52,7922
159668399,4.26,7920
6574080,4.26,7920
143911908,4.39,7918
145122143,4.65,7917
71945275,4.65,7917
120513099,4.65,7917
9399602,4.42,7915
142027711,3.74,7903
75892535,3.74,7903
17620091,4.56,7891
10404248,4.05,7890
141354439,4.05,7890
2086444,4.05,7890
34584864,4.51,7886
13530679,4.06,7874
19768145,4.02,7862
18459917,4.82,7853
88754916,3.91,7832
145627311,3.91,7832
47699848,4.51,7832
110528820,3.91,7832
86252876,3.91,7832
108352044,3.91,7832
15777618,3.91,7832
145102868,3.91,7832
91184792,3.91,7832
145105832,4.51,7829
178843028,4.51,7829
145634448,4.51,7829
33416928,4.51,7829
10782330,4.38,7821
32220756,4.41,7821
32220727,4.41,7821
61180301,4.38,7811
147114057,4.34,7804
124908263,4.43,7798
41549998,4.43,7798
128270818,4.39,7771
15732796,4.39,7771
142543614,3.93,7755
142996735,3.93,7755
22803332,3.93,7755
33298519,3.93,7755
33676837,4.3,7750
48589495,4.3,7750
23851460,4.3,7750
10511640,4.4,7730
145098949,4.4,7730
54806044,4.4,7730
2938850,4.4,7730
145627101,4.4,7730
8387329,4.31,7726
59694198,4.2,7719
6586347,4.2,7719
87963,4.85,7706
129951745,4.85,7706
33210122,4.52,7696
24821336,4.52,7696
175813497,4.34,7691
120675185,4.34,7691
156521285,4.34,7691
102001714,4.34,7691
32864528,4.34,7691
101193863,4.34,7691
31211859,4.55,7668
36673428,4.38,7658
48518754,4.68,7649
73358897,4.39,7629
21146446,4.5,7628
82328213,4.3,7625
18447463,4.06,7624
108714121,4.73,7619
34760476,4.73,7619
36477775,4.48,7610
33915677,4.48,7610
10670706,4.48,7610
782709,4.41,7598
2497448,4.41,7567
28709779,4.25,7564
33617200,4.25,7564
20719360,4.48,7563
39468500,4.48,7563
101198885,4.2,7555
156303882,4.2,7555
4860418,4.2,7555
102000407,4.2,7555
109618530,4.2,7555
175812923,4.2,7555
24821303,4.44,7548
136536788,4.29,7533
66829910,4.3,7526
62067728,4.12,7523
22014797,4.52,7512
20440586,4.26,7510
5829371,3.92,7510
6830833,4.0,7496
34585086,4.63,7490
